{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:37:18.015548', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:58:40.070964', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:58:41.467949', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:58:42.082971', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:58:43.472427', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:58:44.099927', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:58:45.462516', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:58:46.114514', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:58:47.473826', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:58:47.579300', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:58:48.126924', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 13:58:50.136510', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:59:15.400097', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:18.675719', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:18.681269', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:59:18.687855', 'total_length': 92, 'data': 'd6:b8:01:10:00:01:00:00:00:00:00:00:20:46:48:46:41:45:42:45:45:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:41:41:00:00:20:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:18.688878', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:18.691771', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:59:19.442154', 'total_length': 92, 'data': 'd6:b8:01:10:00:01:00:00:00:00:00:00:20:46:48:46:41:45:42:45:45:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:41:41:00:00:20:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:19.685704', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:19.687622', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:19.705159', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 13:59:19.706533', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 137, 'dest_port': 137, 'timestamp': '2023-06-05 13:59:20.211071', 'total_length': 92, 'data': 'd6:b8:01:10:00:01:00:00:00:00:00:00:20:46:48:46:41:45:42:45:45:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:43:41:41:41:00:00:20:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62207, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:52.552897', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62210, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:52.704112', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62207, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:53.562806', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62210, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:53.710497', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62207, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:54.565475', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62210, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:54.721089', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62207, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:55.572524', 'total_length': 217, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:47:6f:6f:67:6c:65:20:43:68:72:6f:6d:65:2f:31:31:33:2e:30:2e:35:36:37:32:2e:31:32:39:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 62210, 'dest_port': 1900, 'timestamp': '2023-06-05 13:59:55.722998', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 13:59:57.473090', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 14:00:42.030598', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:00:47.593221', 'total_length': 87, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:10:5f:73:70:6f:74:69:66:79:2d:63:6f:6e:6e:65:63:74:04:5f:74:63:70:05:6c:6f:63:61:6c:00:00:0c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52121, 'dest_port': 1900, 'timestamp': '2023-06-05 14:00:50.147078', 'total_length': 167, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '172.27.47.255', 'source_port': 57621, 'dest_port': 57621, 'timestamp': '2023-06-05 14:01:25.751249', 'total_length': 86, 'data': '53:70:6f:74:55:64:70:30:6d:16:e0:82:8d:8b:57:21:00:01:00:04:48:95:c2:03:40:ac:90:d8:05:7e:00:32:d0:b3:74:1f:7b:9a:28:58:80:bc:da:9a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:41.220779', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:41.221870', 'total_length': 119, 'data': '00:00:84:00:00:00:00:02:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:1c:00:01:00:00:00:3c:00:10:fe:80:00:00:00:00:00:00:96:5c:4d:73:32:6b:f7:f9:c0:0c:00:01:00:01:00:00:00:3c:00:04:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.22', 'type': 34, 'max_response_time': 0, 'timestamp': '2023-06-05 14:01:41.480997', 'total_length': 62, 'data': '04:00:00:00:ef:ff:ff:fa:04:00:00:00:e0:00:00:fb'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52708, 'dest_port': 1900, 'timestamp': '2023-06-05 14:01:42.175279', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:42.585994', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:42.633757', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:42.922169', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '239.255.255.250', 'source_port': 52708, 'dest_port': 1900, 'timestamp': '2023-06-05 14:01:43.195927', 'total_length': 212, 'data': '4d:2d:53:45:41:52:43:48:20:2a:20:48:54:54:50:2f:31:2e:31:0d:0a:48:4f:53:54:3a:20:32:33:39:2e:32:35:35:2e:32:35:35:2e:32:35:30:3a:31:39:30:30:0d:0a:4d:41:4e:3a:20:22:73:73:64:70:3a:64:69:73:63:6f:76:65:72:22:0d:0a:4d:58:3a:20:31:0d:0a:53:54:3a:20:75:72:6e:3a:64:69:61:6c:2d:6d:75:6c:74:69:73:63:72:65:65:6e:2d:6f:72:67:3a:73:65:72:76:69:63:65:3a:64:69:61:6c:3a:31:0d:0a:55:53:45:52:2d:41:47:45:4e:54:3a:20:43:68:72:6f:6d:69:75:6d:2f:31:31:32:2e:30:2e:35:36:31:35:2e:31:36:35:20:57:69:6e:64:6f:77:73:0d:0a:0d:0a'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.462687', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.464269', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.584266', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:01:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.649711', 'total_length': 70, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:04:77:70:61:64:05:6c:6f:63:61:6c:00:00:1c:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.951519', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.952137', 'total_length': 119, 'data': '00:00:84:00:00:00:00:02:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:1c:00:01:00:00:00:3c:00:10:fe:80:00:00:00:00:00:00:96:5c:4d:73:32:6b:f7:f9:c0:0c:00:01:00:01:00:00:00:3c:00:04:ac:1b:20:01'}
{'source_ip': '172.27.32.1', 'dest_ip': '224.0.0.251', 'source_port': 5353, 'dest_port': 5353, 'timestamp': '2023-06-05 14:01:43.976111', 'total_length': 81, 'data': '00:00:00:00:00:01:00:00:00:00:00:00:0f:44:45:53:4b:54:4f:50:2d:47:47:44:34:4d:39:51:05:6c:6f:63:61:6c:00:00:ff:00:01'}
